id,label
847,泰国电影
848,旅游景区
849,汽车型号
850,歌曲
851,杂文
852,汉朝皇陵
853,明朝皇陵
854,北魏王陵
855,股票家用电器
856,情感节目
857,电力
858,联合国教科文组织列入世界遗产
859,管理干部学院
860,股票医药生物
861,首相
862,亚洲政府首脑
863,饮料
864,酒
865,电视剧演员
866,电影演员
867,计算机学
868,手机软件
869,凉菜
870,州名
871,区域
872,咖喱味菜
873,美容，秘方，护肤知识
874,产权，补偿
875,哲学类专业
876,音乐流派
877,苦味菜
878,空调
879,股票农林牧渔
880,泰国演员
881,尚姓
882,矿产
883,皇太子
884,明朝
885,战争；战术；兵力
886,旅游机构
887,教授
888,日本音乐
889,经济学类专业
890,文化展览
891,水利类专业
892,专科专业
893,教育学类专业
894,文学类专业
895,艺术学类专业
896,艺术设计传媒类专业
897,历史学类专业
898,"联合国,政治,组织"
899,医学类专业
900,情感状态
901,华语流行乐
902,S.H.E
903,股票创业板
904,教育书籍
905,枪支
906,网络营销
907,搜索引擎营销
908,搜索引擎优化
909,seo
910,SEM
911,香港音乐人
912,饮食
913,卫星
914,室内植物
915,殷商之后
916,春秋五霸
917,周朝诸侯国
918,周朝三恪
919,股票轻工制造
920,组织机构、医院
921,股票纺织服装
922,欧美音乐
923,名词
924,欧美节目
925,成人高等院校
926,生化与药品类专业
927,超人格斗动作
928,股票公用事业
929,液晶电视
930,股票传媒
931,甜点
932,棋类游戏
933,书画家
934,陈氏人物
935,曹魏
936,三国
937,贞观
938,妃嫔
939,唐太宗
940,典故
941,抗日根据地
942,游戏道具
943,宇宙中的碎屑
944,“奢侈地带
945,生物
946,人口
947,GDP
948,宗教，医学
949,年代
950,历法
951,改革开放后消失的10大职业之一
952,疾病；传染病
953,香港
954,制片人
955,江西
956,九江
957,"日本,历史,袁世凯,二十一条,国耻"
958,"手机,诺基亚,通讯工具，数码产品"
959,世界遗产文化
960,"旅游,地理"
961,动漫人物
962,"微生物学,植物学,细胞生物学"
963,文化教育类专业
964,文化遗产
965,"菜谱,饮食"
966,年轻、热情、拼搏
967,教育机构
968,中小学
969,主持人
970,女性
971,台湾
972,材料与能源类专业
973,"历史,人文,旅游,苏州旅游"
974,股票综合
975,美少女战士
976,春秋
977,时尚、现代生活
978,动漫作品
979,彗星
980,益智 过关超难
981,"企业,公司"
982,交通术语
983,财经类专业
984,制造类专业
985,土建类专业
986,"国际,战争,军事,武器"
987,北同蒲线
988,韩国音乐人
989,非文化
990,中国历史
991,台式电脑
992,动作、格斗、勇士
993,喜剧片
994,折花刀
995,保安腰刀
996,定义概念
997,化学术语
998,"军事,武器,防空,导弹"
999,"法制史,农业"
1000,姓氏
1001,"旅游,古迹,文物"
1002,英雄项羽百家讲坛
1003,旅游类专业
1004,喜剧、恐怖、惊悚
1005,文房四宝
1006,"中医,养生"
1007,中蓝
1008,"铁路,溪田线"
1009,股票有色金属
1010,"电脑,病毒,"
1011,漂浮
1012,乌鲁木齐
1013,"楼兰,古道,历史文化"
1014,有点帅但不会让人流口水
1015,七龙珠
1016,BOSS
1017,影视
1018,校长
1019,宗教节日
1020,外国景点
1021,时尚
1022,旅游节目
1023,经济学
1024,社会发展
1025,发展经济学
1026,歇后语
1027,股票指数
1028,海洋
1029,海域
1030,当代文学
1031,全球225家最大工程总承包商
1032,银行
1033,港台经典粤语经典
1034,"人物,名人"
1035,历史术语
1036,发展水平
1037,80后创业者
1038,声优
1039,整形，美容，潮流
1040,格力
1041,游戏品牌
1042,男士，服装，搭配
1043,伤感
1044,裤子，折边，潮流
1045,股票开放式基金
1046,女
1047,股票货币型
1048,职业选手
1049,电子竞技
1050,LOL
1051,剧作家
1052,都市，压力
1053,电视台
1054,乐曲，唱歌
1055,县级行政区划
1056,院长
1057,婚礼
1058,江湖、杀戮、神话
1059,恋爱 青涩 奇幻 治愈
1060,医疗医学中医器官解剖
1061,R&amp;B
1062,益智 棋牌
1063,编辑
1064,健康管理 慢性病 血液
1065,动作
1066,秦时明月
1067,"文学,词汇"
1068,房地产
1069,产业经济
1070,股票机械设备
1071,产品开发的模式、理念与方法
1072,时尚、潮流
1073,"教育,大学,高考"
1074,战争电影
1075,福建省
1076,福州市
1077,仓山区
1078,体育 摩托
1079,"日本历史,日本战国,地理"
1080,"古文,碑刻,历史"
1081,仪器
1082,"佛教,佛教术语,宗教,佛学用语"
1083,水利
1084,穿越、修真、仙侠
1085,研究员
1086,学者
1087,化妆 打扮 换装 时尚 美女 美容
1088,唯美 后宫
1089,电子信息类专业
1090,00后演员
1091,多义词
1092,信息学技术
1093,股市的名词
1094,文化旅游景区
1095,领袖
1096,革命
1097,百姓生活
1098,新生
1099,列宁
1100,省级行政区划
1101,"法律,招标"
1102,编程绘制多边形
1103,70后演员
1104,舞蹈作品
1105,植物，饲料
1106,农林牧渔类专业
1107,词
1108,森林公园
1109,建筑工匠
1110,"睡眠,生活习惯"
1111,国内开业最早、规模最大
1112,中介、委托
1113,新加坡音乐人
1114,动漫
1115,神秘视线3
1116,茶膏
1117,普洱茶膏
1118,普洱茶
1119,宫廷
1120,见于史册的第一个郜姓名人
1121,建筑测量
1122,新番动画
1123,新番
1124,"黄金矿工,双人,经典,敏捷"
1125,机器人、 挑战、过关、敏捷
1126,仙
1127,"科学,机械,加工"
1128,"航天,植物,科技"
1129,游戏中的城镇
1130,职业培训
1131,求职
1132,民营企业
1133,培训机构
1134,"新西兰,旅游"
1135,电子游戏
1136,风云人物
1137,企业家
1138,民俗节日
1139,职业学校
1140,智商与情商百家讲坛
1141,"村庄,山东,聊城,临清,民族"
1142,巧合点
1143,食品保健
1144,"经济学,市场营销,信息科学"
1145,FSN-UBW
1146,行功；修炼；
1147,现存最早的范集传本
1148,聊斋；人鬼
1149,橡胶防滑链 汽车 交通
1150,欧美
1151,女明星
1152,文化、建筑
1153,炸弹手雷、3D立体
1154,美容产品
1155,公务员、教师
1156,扮猪吃虎、争霸 、三国
1157,图书装饰
1158,交通运输类专业
1159,果汁
1160,公主
1161,雕刻家
1162,"专利,战略"
1163,恶搞整蛊
1164,工艺
1165,中国景点
1166,实践家 大胆 有理想
1167,数字信号处理
1168,信号与系统
1169,文学；教育；人物
1170,人类历史上最为庞大的金融帝国
1171,公主可爱换装
1172,鹬科
1173,鸻形目
1174,鸟纲
1175,沙锥属
1176,洗车机
1177,"汪东城,王心凌,辰亦儒,吴建豪"
1178,动物打扮 小猫 打扮
1179,水上运动
1180,生物术语
1181,自学成才
1182,转手绘
1183,绘画
1184,真人相片转手绘
1185,图片处理
1186,电子商务
1187,情趣用品
1188,公司介绍
1189,企业资料
1190,B2C
1191,"内科学.生理学,病理学"
1192,flash游戏
1193,可爱打扮精灵换装化妆
1194,老鹰图腾
1195,体育 挑战 比赛
1196,公共事业类专业
1197,kingring
1198,电视剧场
1199,湖南卫视
1200,智能巡检仪
1201,巡检仪
1202,真诚、热情、周到
1203,"嘉靖,公冶长"
1204,影视名词
1205,动漫ACGN​
1206,音乐剧演员
1207,山东省200家重点骨干企业
1208,粉丝团
1209,角色扮演RPG冒险
1210,美国塑胶工业协会
1211,扮猪吃虎、穿越、升级练功
1212,长沙地铁
1213,漫画书籍
1214,恐怖
1215,医药卫生类专业
1216,休闲、约会、恋爱
1217,变身百合，天使恶魔，巨龙与公主
1218,电子邮箱
1219,商务
1220,中国移动
1221,139邮箱
1222,体操运动员
1223,"汉语,词汇"
1224,"贸易,国际贸易,信用证"
1225,小说流派
1226,爱情、小说、感情
1227,联合国教科文组织世界自然遗产
1228,古装美女化妆换装
1229,空间
1230,1
1231,公安类专业
1232,射击 战斗机
1233,佛教音乐国语
1234,宗教场所 
1235,保险
1236,魔域
1237,游戏架设
1238,中国出版发行行业第一家上市公司
1239,农场经营赚钱
1240,非自然
1241,美术史
1242,油画
1243,名画
1244,青年演员
1245,剧神
1246,内地男演员
1247,作曲人
1248,lotime
1249,儿童文学
1250,美声
1251,男高音
1252,歌剧
1253,求职招聘
1254,搞笑、扮猪吃虎、升级练功
1255,摇滚爱好者文艺小青年恋旧分子
1256,媒介
1257,发展
1258,布鲁斯，蓝调
1259,史诗战争策略战争
1260,科幻魔幻类
1261,情感类动漫
1262,金成熙
1263,日韩明星
1264,KARA
1265,杂谈
1266,"湿疹,血小板减少,免疫缺陷"
1267,"中药,中医"
1268,教程
1269,当代艺术家
1270,"电子,视像,协会"
1271,"辽宁师范大学,辽宁,大连"
1272,"矿产,吉林"
1273,"纪念馆,旅游"
1274,中国驰名商标
1275,锦州
1276,公交
1277,智能；生活；家具
1278,年历
1279,死神VS火影、火影忍者
1280,纪念公园
1281,唐山大地震
1282,唐山
1283,"机床,光学尺,光删尺,测量仪器"
1284,"名人,儒学,太极,人力资源,财经"
1285,"猴山,水库,绥中,搬迁,动迁"
1286,酒店 旅游
1287,"报纸,媒体,民族"
1288,泰国大学
1289,温州刑事律师
1290,"西班牙,马德里,城市,塞万提斯"
1291,舞台剧演员
1292,"日本,历史"
1293,"新西兰贸易,新西兰,FTA"
1294,嗨起来 射击
1295,《博击会》、改装车、墨镜
1296,资源开发与测绘类专业
1297,"旅游景点,旅游信息"
1298,股票封闭式基金
1299,男生、小球
1300,"动画,原画师,职业信息"
1301,轻纺食品类专业
1302,网络
1303,科学、传统
1304,鸡西
1305,"离子风机,离子风嘴,兆欧表"
1306,"高尔夫,高尔夫球具,高尔夫品牌"
1307,异界 魔法 穿越
1308,休闲
1309,模拟
1310,滕州站
1311,上古神器RPG
1312,"晶体,晶体结构"
1313,"整形,整形专家"
1314,化妆
1315,爱情 校园
1316,娱乐节目
1317,MBC
1318,"儿童心理学,童年"
1319,数学名词
1320,文学；诗歌；聊天室
1321,骈文
1322,市场经济
1323,换装类
1324,民间习俗
1325,qggle，娇酷
1326,华科校草
1327,电器
1328,研究生；学位；教育
1329,益智
1330,公主模拟世界
1331,膏剂 兽药
1332,无公害食品、绿色食品
1333,条例
1334,度假村 景区 白马尖 大别山
1335,无毒；无害；环保
1336,YouTube
1337,中国记忆——年文明瑰宝展
1338,"基金会,公益事业,社会活动"
1339,"纽约潮鞋,鞋子"
1340,传统、生活、怀旧
1341,"孔子学院,汉语志愿者,汉语"
1342,21世纪前十年的十大建筑之一
1343,影视剧形象
1344,湖泊 林地山场
1345,学术研究
1346,医学、妇产科
1347,建筑  墙体
1348,先进民营科技企业50强
1349,你不认识哥，哥是纠结哥
1350,二手信息
1351,"地理,行政村,上海市,宝山区"
1352,配音演员
1353,建筑艺术
1354,帝王
1355,机器
1356,"历史人物,三国,"
1357,肥猫天使相关
1358,密室逃脱公主可爱
1359,街舞
1360,凌云叶氏
1361,悬疑
1362,动作、卡通、火影忍者
1363,永久膜材
1364,杜基膜材
1365,建筑膜材
1366,网游；升级流；热血；爽文；
1367,长宜子孙，延年益寿
1368,武术家
1369,"文学,诗词,唐诗"
1370,幼儿发展服务，融花园、乐园
1371,"高血脂,降脂宁"
1372,创意
1373,曲艺作品
1374,婚纱美女化妆换装
1375,热血、重生、斗智
1376,美国小说
1377,已收录20000名艺术家
1378,卡片
1379,仙境传说
1380,RO
1381,90后
1382,赛乐尔钢琴
1383,德国赛乐尔
1384,SEILERPIANO
1385,&lt;head&gt;、&lt;title&gt;
1386,"古籍,古玩,古董,古玩鉴定"
1387,小游戏|冒险|小游戏|精神|
1388,简介
1389,"五金压铸,铝合金压铸,精密压铸"
1390,家纺 床上用品 床品
1391,"商业,地产,集成灶 集成环保灶"
1392,"公司,工厂,液晶,光纤收发器"
1393,都市小说
1394,老公 女生 婚姻
1395,都市情话
1396,古色古香
1397,文稿 青少年
1398,古时风云
1399,年度最糟糕工作
1400,养成恋爱角色扮演RPG
1401,婚恋情感，家族命运，杀戮救赎等
1402,都市情缘、欢喜冤家
1403,青春校园
1404,90后演员
1405,轮迹，路面，系数
1406,团结湖 六里屯 小学
1407,换装 女生 白领 轻松
1408,交通路线
1409,科技 自然学科
1410,状元秀
1411,森林狼队
1412,加拿大
1413,拆除 破坏过关
1414,大炮 过关物理益智
1415,乱世江湖 如墨江山
1416,全球唯一中文华人老陕网友俱乐部
1417,地质科技
1418,大雁 候鸟 迁徒
1419,游戏改编电视剧
1420,探险 解谜
1421,记者
1422,教育学院
1423,宫斗、权谋
1424,联通
1425,充值卡
1426,一卡充
1427,科技应用
1428,重生校园欧阳逸叨叨鬼校园邪神YY
1429,"网站介绍,汉中本地网络"
1430,"香港小姐,文化,选美活动"
1431,游戏词语
1432,"人物,学者,高等教育,科学领域"
1433,微生物制品
1434,宝马在安徽省唯一授权的4S店
1435,"保健品招商网,保健品招商"
1436,巴黎地铁
1437,学生就业率保持在98%
1438,工艺品
1439,"石油,地质"
1440,文学；思想家；历史
1441,石矢魔中不良少年中最强的4人
1442,穿越爱情战争古言
1443,在对清王朝康熙第十三子拥护
1444,作词
1445,海峡两岸最大的客货滚装船舶
1446,射击
1447,儿童玩具
1448,作品
1449,三维立体家庭装修室内设计软件
1450,二战人物百家讲坛
1451,千古中医故事之孙思邈百家讲坛
1452,"江阴,外滩,城市,长江"
1453,魂斗罗射击
1454,"发动机,汽车"
1455,湖南省私营企业100强
1456,男人挑战
1457,星系战争 星系战争2战斗机
1458,海盗冒险
1459,暴力拆除 物理破坏 过关益智
1460,英雄 RPG 角色扮演
1461,相声
1462,RPG角色扮演冒险
1463,魔塔RPG 角色扮演冒险
1464,七龙珠双人小游戏格斗
1465,暴力格斗无敌版
1466,爆龙战队暴连者
1467,死神VS火影相关双人优游原创
1468,海绵宝宝，格斗
1469,阿sue发廊店阿sue美发
1470,宠物连连看连连看宠物益智
1471,疯狂摩托摩托单人体育
1472,地下城与勇士格斗勇士冒险暴力
1473,阿sue蛋糕制作女生小游戏
1474,奥特曼战士换装
1475,疯狂机械人，机器人，破坏，战争
1476,阿sue巫婆魔法人造美女相关
1477,拳皇街机格斗动作
1478,双人对战
1479,小动物吃东西、过关、冒险
1480,怪物、双人、过关、敏捷
1481,密室逃脱血腥男生
1482,战斗机射击
1483,策略战争策略单人战争
1484,特种兵飞行滑翔射击
1485,超级玛丽吃东西过关经典冒险
1486,超级马里奥障碍冒险
1487,超级玛丽过关冒险
1488,美丽星星岛相关
1489,超级马里奥赛车经典体育
1490,美女约会
1491,美发美眉
1492,灵动格斗动作
1493,大头妹换装
1494,大头妹的美妙人生大头妹可爱休闲
1495,单人闯关小狗吃东西冒险
1496,海绵宝宝赛车体育
1497,恶搞 挑战 敏捷
1498,连连看过关益智
1499,消消看接东西益智
1500,可爱布置
1501,白冰战士白冰战士相关
1502,赛车
1503,恶搞化妆
1504,恶搞益智
1505,金融术语
1506,驾驶技巧
1507,连连看益智
1508,阿sue制作换装
1509,龙拳双人格斗动作
1510,滑板障碍吃东西敏捷
1511,可爱 冒险
1512,女生小游戏排行休闲
1513,上古神器RPG角色扮演冒险
1514,地下城与勇士格斗勇士暴力冒险
1515,三国角色扮演RPG英雄冒险
1516,魔塔RPG角色扮演冒险
1517,西游记冒险
1518,角色扮演RPG迷宫冒险
1519,过关RPG冒险
1520,跳棋益智
1521,善良死神RPG
1522,战士角色扮演RPG冒险
1523,勇士动作
1524,迷宫益智
